65,SEMESTRAL 2 - 2024,A,6,2
66,SEMESTRAL 2 - 2024,A,10,2
67,SEMESTRAL 2 - 2024,A,7,2
68,SEMESTRAL 2 - 2024,A,9,2
69,SEMESTRAL 2 - 2024,A,6,2
70,SEMESTRAL 2 - 2024,A,9,2
71,SEMESTRAL 2 - 2024,A,10,2
72,SEMESTRAL 2 - 2024,A,10,2
73,SEMESTRAL 2 - 2024,A,6,2
74,SEMESTRAL 2 - 2024,A,6,2
75,SEMESTRAL 2 - 2024,A,8,2
76,SEMESTRAL 2 - 2024,A,9,2
77,SEMESTRAL 2 - 2024,A,7,2
78,SEMESTRAL 2 - 2024,A,9,2
79,SEMESTRAL 2 - 2024,A,6,2
80,SEMESTRAL 2 - 2024,A,9,2
81,SEMESTRAL 2 - 2024,A,6,2
82,SEMESTRAL 2 - 2024,A,7,2
83,SEMESTRAL 2 - 2024,A,9,2
84,SEMESTRAL 2 - 2024,A,8,2
85,SEMESTRAL 2 - 2024,A,9,2
86,SEMESTRAL 2 - 2024,A,7,2
87,SEMESTRAL 2 - 2024,A,7,2
88,SEMESTRAL 2 - 2024,A,6,2
89,SEMESTRAL 2 - 2024,A,6,2
90,SEMESTRAL 2 - 2024,A,7,2
91,SEMESTRAL 2 - 2024,A,8,2
92,SEMESTRAL 2 - 2024,A,9,2
93,SEMESTRAL 2 - 2024,A,9,2
94,SEMESTRAL 2 - 2024,A,9,2
95,SEMESTRAL 2 - 2024,A,9,3
96,SEMESTRAL 2 - 2024,A,9,3
97,SEMESTRAL 2 - 2024,A,9,3
98,SEMESTRAL 2 - 2024,A,9,3
99,SEMESTRAL 2 - 2024,A,10,3
100,SEMESTRAL 2 - 2024,A,9,3
101,SEMESTRAL 2 - 2024,A,9,3
102,SEMESTRAL 2 - 2024,A,9,3
103,SEMESTRAL 2 - 2024,A,10,3
104,SEMESTRAL 2 - 2024,A,9,3
105,SEMESTRAL 2 - 2024,A,10,3
106,SEMESTRAL 2 - 2024,A,7,3
107,SEMESTRAL 2 - 2024,A,10,3
108,SEMESTRAL 2 - 2024,A,10,3
109,SEMESTRAL 2 - 2024,A,9,3
110,SEMESTRAL 2 - 2024,A,9,3
111,SEMESTRAL 2 - 2024,A,10,3
112,SEMESTRAL 2 - 2024,A,9,3
113,SEMESTRAL 2 - 2024,A,9,3
114,SEMESTRAL 2 - 2024,A,8,3
115,SEMESTRAL 2 - 2024,A,9,3
116,SEMESTRAL 2 - 2024,A,9,3
117,SEMESTRAL 2 - 2024,A,9,3
118,SEMESTRAL 2 - 2024,A,10,3
119,SEMESTRAL 2 - 2024,A,9,3
120,SEMESTRAL 2 - 2024,A,10,3
121,SEMESTRAL 2 - 2024,A,10,3
122,SEMESTRAL 2 - 2024,A,7,3
123,SEMESTRAL 2 - 2024,A,8,3
124,SEMESTRAL 2 - 2024,NP,5,3
125,SEMESTRAL 2 - 2024,A,9,3
126,SEMESTRAL 2 - 2024,A,9,3
127,SEMESTRAL 2 - 2024,A,8,3
128,SEMESTRAL 2 - 2024,A,8,3
129,SEMESTRAL 2 - 2024,A,9,3
130,SEMESTRAL 2 - 2024,A,10,3
131,SEMESTRAL 2 - 2024,A,10,3
132,SEMESTRAL 2 - 2024,A,8,3
133,SEMESTRAL 2 - 2024,A,10,3
134,SEMESTRAL 2 - 2024,A,10,3
135,SEMESTRAL 2 - 2024,A,8,3
136,SEMESTRAL 2 - 2024,A,8,3
137,SEMESTRAL 2 - 2024,A,10,3
138,SEMESTRAL 2 - 2024,A,9,3
139,SEMESTRAL 2 - 2024,A,8,3
140,SEMESTRAL 2 - 2024,A,10,3
141,SEMESTRAL 2 - 2024,A,8,3
142,SEMESTRAL 2 - 2024,A,9,3
143,SEMESTRAL 2 - 2024,A,10,3
144,SEMESTRAL 2 - 2024,A,10,3
145,SEMESTRAL 2 - 2024,A,9,3
146,SEMESTRAL 2 - 2024,A,9,3
147,SEMESTRAL 2 - 2024,A,9,3
148,SEMESTRAL 2 - 2024,A,8,3
149,SEMESTRAL 2 - 2024,A,9,3
150,SEMESTRAL 2 - 2024,A,6,3
151,SEMESTRAL 2 - 2024,A,6,4
152,SEMESTRAL 2 - 2024,AC,,5
153,SEMESTRAL 2 - 2024,A,6,6
154,SEMESTRAL 2 - 2024,A,6,7
155,SEMESTRAL 2 - 2024,A,6,8
156,SEMESTRAL 2 - 2024,,5,9
157,SEMESTRAL 2 - 2024,A,6,10
158,SEMESTRAL 2 - 2024,A,7,11
159,SEMESTRAL 2 - 2024,A,7,12
160,SEMESTRAL 2 - 2024,,5,13
161,SEMESTRAL 2 - 2024,A,9,3
162,SEMESTRAL 2 - 2024,A,8,4
163,SEMESTRAL 2 - 2024,AC,,5
164,SEMESTRAL 2 - 2024,A,7,6
165,SEMESTRAL 2 - 2024,A,7,7
166,SEMESTRAL 2 - 2024,A,6,8
167,SEMESTRAL 2 - 2024,A,6,9
168,SEMESTRAL 2 - 2024,A,10,10
169,SEMESTRAL 2 - 2024,A,9,11
170,SEMESTRAL 2 - 2024,A,9,12
171,SEMESTRAL 2 - 2024,A,8,13
172,SEMESTRAL 2 - 2024,A,8,3
173,SEMESTRAL 2 - 2024,A,7,4
174,SEMESTRAL 2 - 2024,AC,,5
175,SEMESTRAL 2 - 2024,A,6,6
176,SEMESTRAL 2 - 2024,A,6,7
177,SEMESTRAL 2 - 2024,A,6,8
178,SEMESTRAL 2 - 2024,A,6,9
179,SEMESTRAL 2 - 2024,A,8,10
180,SEMESTRAL 2 - 2024,A,9,12
181,SEMESTRAL 2 - 2024,A,8,11
182,SEMESTRAL 2 - 2024,A,8,13
183,SEMESTRAL 2 - 2024,A,7,3
184,SEMESTRAL 2 - 2024,A,7,4
185,SEMESTRAL 2 - 2024,AC,,5
186,SEMESTRAL 2 - 2024,A,6,6
187,SEMESTRAL 2 - 2024,A,6,7
188,SEMESTRAL 2 - 2024,A,6,8
189,SEMESTRAL 2 - 2024,A,6,9
190,SEMESTRAL 2 - 2024,A,9,10
191,SEMESTRAL 2 - 2024,A,9,11
192,SEMESTRAL 2 - 2024,A,9,12
193,SEMESTRAL 2 - 2024,A,8,13
194,SEMESTRAL 2 - 2024,A,7,3
195,SEMESTRAL 2 - 2024,A,8,4
196,SEMESTRAL 2 - 2024,AC,,5
197,SEMESTRAL 2 - 2024,A,7,6
198,SEMESTRAL 2 - 2024,A,6,7
199,SEMESTRAL 2 - 2024,A,6,8
200,SEMESTRAL 2 - 2024,A,6,9
201,SEMESTRAL 2 - 2024,A,10,10
202,SEMESTRAL 2 - 2024,,5,3
203,SEMESTRAL 2 - 2024,A,6,3
204,SEMESTRAL 2 - 2024,,5,3
205,SEMESTRAL 2 - 2024,A,10,3
206,SEMESTRAL 2 - 2024,A,6,3
207,SEMESTRAL 2 - 2024,A,6,3
208,SEMESTRAL 2 - 2024,,5,3
209,SEMESTRAL 2 - 2024,A,8,3
210,SEMESTRAL 2 - 2024,,5,3
211,SEMESTRAL 2 - 2024,A,7,3
212,SEMESTRAL 2 - 2024,A,6,3
213,SEMESTRAL 2 - 2024,A,7,3
214,SEMESTRAL 2 - 2024,,5,3
215,SEMESTRAL 2 - 2024,A,8,3
216,SEMESTRAL 2 - 2024,A,7,3
217,SEMESTRAL 2 - 2024,,5,3
218,SEMESTRAL 2 - 2024,A,7,3
219,SEMESTRAL 2 - 2024,,5,3
220,SEMESTRAL 2 - 2024,A,6,3
221,SEMESTRAL 2 - 2024,A,10,3
222,SEMESTRAL 2 - 2024,,5,3
223,SEMESTRAL 2 - 2024,A,8,3
224,SEMESTRAL 2 - 2024,A,8,3
225,SEMESTRAL 2 - 2024,A,6,3
226,SEMESTRAL 2 - 2024,A,6,3
227,SEMESTRAL 2 - 2024,,5,3
228,SEMESTRAL 2 - 2024,A,6,3
229,SEMESTRAL 2 - 2024,A,8,3
230,SEMESTRAL 2 - 2024,A,6,3
231,SEMESTRAL 2 - 2024,,5,3
232,SEMESTRAL 2 - 2024,,5,3
233,SEMESTRAL 2 - 2024,A,6,3
234,SEMESTRAL 2 - 2024,A,9,3
235,SEMESTRAL 2 - 2024,A,6,3
236,SEMESTRAL 2 - 2024,A,8,3
237,SEMESTRAL 2 - 2024,A,6,3
238,SEMESTRAL 2 - 2024,A,6,3
239,SEMESTRAL 2 - 2024,A,6,3
240,SEMESTRAL 2 - 2024,,5,3
241,SEMESTRAL 2 - 2024,A,9,3
242,SEMESTRAL 2 - 2024,A,8,3
243,SEMESTRAL 2 - 2024,A,9,3
244,SEMESTRAL 2 - 2024,A,8,3
245,SEMESTRAL 2 - 2024,,5,3
246,SEMESTRAL 2 - 2024,A,6,3
247,SEMESTRAL 2 - 2024,A,8,3
248,SEMESTRAL 2 - 2024,A,9,3
249,SEMESTRAL 2 - 2024,A,8,3
250,SEMESTRAL 2 - 2024,A,7,3
251,SEMESTRAL 2 - 2024,A,7,3
252,SEMESTRAL 2 - 2024,,5,3
253,SEMESTRAL 2 - 2024,A,6,3
254,SEMESTRAL 2 - 2024,A,9,3
255,SEMESTRAL 2 - 2024,A,7,3
256,SEMESTRAL 2 - 2024,,5,3
257,SEMESTRAL 2 - 2024,A,9,3
258,SEMESTRAL 2 - 2024,A,10,3
259,SEMESTRAL 2 - 2024,A,8,3
260,SEMESTRAL 2 - 2024,,5,3
261,SEMESTRAL 2 - 2024,A,9,3
262,SEMESTRAL 2 - 2024,A,6,3
263,SEMESTRAL 2 - 2024,A,8,3
264,SEMESTRAL 2 - 2024,,5,3
265,SEMESTRAL 2 - 2024,A,9,3
266,SEMESTRAL 2 - 2024,A,6,3
267,SEMESTRAL 2 - 2024,A,9,3
268,SEMESTRAL 2 - 2024,A,10,3
269,SEMESTRAL 2 - 2024,A,7,3
270,SEMESTRAL 2 - 2024,A,8,3
271,SEMESTRAL 2 - 2024,A,8,3
272,SEMESTRAL 2 - 2024,A,6,3
273,SEMESTRAL 2 - 2024,A,7,3
274,SEMESTRAL 2 - 2024,A,9,3
275,SEMESTRAL 2 - 2024,A,9,3
276,SEMESTRAL 2 - 2024,A,8,3
277,SEMESTRAL 2 - 2024,A,6,3
278,SEMESTRAL 2 - 2024,A,7,3
279,SEMESTRAL 2 - 2024,A,6,3
280,SEMESTRAL 2 - 2024,A,7,3
281,SEMESTRAL 2 - 2024,A,7,3
282,SEMESTRAL 2 - 2024,A,9,3
283,SEMESTRAL 2 - 2024,A,6,3
284,SEMESTRAL 2 - 2024,A,6,3
285,SEMESTRAL 2 - 2024,A,6,3
286,SEMESTRAL 2 - 2024,A,9,3
287,SEMESTRAL 2 - 2024,A,8,3
288,SEMESTRAL 2 - 2024,A,9,4
289,SEMESTRAL 2 - 2024,A,6,4
290,SEMESTRAL 2 - 2024,A,6,4
291,SEMESTRAL 2 - 2024,A,8,4
292,SEMESTRAL 2 - 2024,A,8,4
293,SEMESTRAL 2 - 2024,A,9,4
294,SEMESTRAL 2 - 2024,A,9,4
295,SEMESTRAL 2 - 2024,A,8,4
296,SEMESTRAL 2 - 2024,A,6,4
297,SEMESTRAL 2 - 2024,A,8,4
298,SEMESTRAL 2 - 2024,A,9,4
299,SEMESTRAL 2 - 2024,A,6,4
300,SEMESTRAL 2 - 2024,A,6,4
301,SEMESTRAL 2 - 2024,A,10,4
302,SEMESTRAL 2 - 2024,A,6,4
303,SEMESTRAL 2 - 2024,A,8,4
304,SEMESTRAL 2 - 2024,A,7,4
305,SEMESTRAL 2 - 2024,A,8,4
306,SEMESTRAL 2 - 2024,A,8,4
307,SEMESTRAL 2 - 2024,A,8,4
308,SEMESTRAL 2 - 2024,,5,4
309,SEMESTRAL 2 - 2024,A,9,4
310,SEMESTRAL 2 - 2024,A,7,4
311,SEMESTRAL 2 - 2024,A,7,4
312,SEMESTRAL 2 - 2024,,5,4
313,SEMESTRAL 2 - 2024,A,6,4
314,SEMESTRAL 2 - 2024,A,8,4
315,SEMESTRAL 2 - 2024,A,7,4
316,SEMESTRAL 2 - 2024,A,9,4
317,SEMESTRAL 2 - 2024,A,6,4
318,SEMESTRAL 2 - 2024,A,8,4
319,SEMESTRAL 2 - 2024,A,6,4
320,SEMESTRAL 2 - 2024,A,7,4
321,SEMESTRAL 2 - 2024,A,10,4
322,SEMESTRAL 2 - 2024,A,8,4
323,SEMESTRAL 2 - 2024,A,8,4
324,SEMESTRAL 2 - 2024,A,9,4
325,SEMESTRAL 2 - 2024,A,8,4
326,SEMESTRAL 2 - 2024,A,6,4
327,SEMESTRAL 2 - 2024,A,8,4
328,SEMESTRAL 2 - 2024,A,6,4
329,SEMESTRAL 2 - 2024,A,7,4
330,SEMESTRAL 2 - 2024,A,9,4
331,SEMESTRAL 2 - 2024,A,7,4
332,SEMESTRAL 2 - 2024,A,8,4
333,SEMESTRAL 2 - 2024,A,6,4
334,SEMESTRAL 2 - 2024,A,9,12
335,SEMESTRAL 2 - 2024,A,9,11
336,SEMESTRAL 2 - 2024,A,8,13
337,SEMESTRAL 2 - 2024,A,8,3
338,SEMESTRAL 2 - 2024,A,8,4
339,SEMESTRAL 2 - 2024,AC,,5
340,SEMESTRAL 2 - 2024,A,6,6
341,SEMESTRAL 2 - 2024,A,7,7
342,SEMESTRAL 2 - 2024,A,6,8
343,SEMESTRAL 2 - 2024,A,6,9
344,SEMESTRAL 2 - 2024,A,9,10
345,SEMESTRAL 2 - 2024,A,9,12
346,SEMESTRAL 2 - 2024,A,8,11
347,SEMESTRAL 2 - 2024,A,8,13
348,SEMESTRAL 2 - 2024,,5,3
349,SEMESTRAL 2 - 2024,A,8,3
350,SEMESTRAL 2 - 2024,,5,4
351,SEMESTRAL 2 - 2024,A,8,4
352,SEMESTRAL 2 - 2024,AC,,5
353,SEMESTRAL 2 - 2024,AC,,5
354,SEMESTRAL 2 - 2024,A,6,6
355,SEMESTRAL 2 - 2024,A,7,6
356,SEMESTRAL 2 - 2024,,5,7
357,SEMESTRAL 2 - 2024,A,7,7
358,SEMESTRAL 2 - 2024,A,6,8
359,SEMESTRAL 2 - 2024,A,8,8
360,SEMESTRAL 2 - 2024,,5,9
361,SEMESTRAL 2 - 2024,A,6,9
362,SEMESTRAL 2 - 2024,A,6,10
363,SEMESTRAL 2 - 2024,A,8,10
364,SEMESTRAL 2 - 2024,A,7,12
365,SEMESTRAL 2 - 2024,A,7,11
366,SEMESTRAL 2 - 2024,A,10,11
367,SEMESTRAL 2 - 2024,A,10,12
368,SEMESTRAL 2 - 2024,,5,13
369,SEMESTRAL 2 - 2024,A,9,13
370,SEMESTRAL 2 - 2024,A,8,3
371,SEMESTRAL 2 - 2024,A,8,4
372,SEMESTRAL 2 - 2024,AC,,5
373,SEMESTRAL 2 - 2024,A,6,6
374,SEMESTRAL 2 - 2024,A,7,7
375,SEMESTRAL 2 - 2024,A,7,8
376,SEMESTRAL 2 - 2024,A,7,9
377,SEMESTRAL 2 - 2024,A,9,10
378,SEMESTRAL 2 - 2024,A,9,12
379,SEMESTRAL 2 - 2024,A,9,11
380,SEMESTRAL 2 - 2024,A,8,13
381,SEMESTRAL 2 - 2024,A,6,3
382,SEMESTRAL 2 - 2024,A,6,4
383,SEMESTRAL 2 - 2024,AC,,5
384,SEMESTRAL 2 - 2024,A,7,6
385,SEMESTRAL 2 - 2024,,5,7
386,SEMESTRAL 2 - 2024,,5,8
387,SEMESTRAL 2 - 2024,A,6,4
388,SEMESTRAL 2 - 2024,,5,8
389,SEMESTRAL 2 - 2024,,5,4
390,SEMESTRAL 2 - 2024,,5,8
391,SEMESTRAL 2 - 2024,,5,4
392,SEMESTRAL 2 - 2024,A,10,4
393,SEMESTRAL 2 - 2024,A,10,8
394,SEMESTRAL 2 - 2024,A,6,8
395,SEMESTRAL 2 - 2024,A,6,4
396,SEMESTRAL 2 - 2024,A,6,4
397,SEMESTRAL 2 - 2024,A,6,8
398,SEMESTRAL 2 - 2024,,5,4
399,SEMESTRAL 2 - 2024,,5,8
400,SEMESTRAL 2 - 2024,A,10,8
401,SEMESTRAL 2 - 2024,A,8,4
402,SEMESTRAL 2 - 2024,,5,8
403,SEMESTRAL 2 - 2024,,5,4
404,SEMESTRAL 2 - 2024,A,7,4
405,SEMESTRAL 2 - 2024,A,6,8
406,SEMESTRAL 2 - 2024,A,7,4
407,SEMESTRAL 2 - 2024,A,7,8
408,SEMESTRAL 2 - 2024,A,7,4
409,SEMESTRAL 2 - 2024,A,7,8
410,SEMESTRAL 2 - 2024,,5,8
411,SEMESTRAL 2 - 2024,,5,4
412,SEMESTRAL 2 - 2024,A,7,4
413,SEMESTRAL 2 - 2024,A,6,8
414,SEMESTRAL 2 - 2024,A,7,8
415,SEMESTRAL 2 - 2024,A,6,4
416,SEMESTRAL 2 - 2024,,5,4
417,SEMESTRAL 2 - 2024,,5,8
418,SEMESTRAL 2 - 2024,A,6,4
419,SEMESTRAL 2 - 2024,A,6,8
420,SEMESTRAL 2 - 2024,,5,8
421,SEMESTRAL 2 - 2024,,5,4
422,SEMESTRAL 2 - 2024,A,6,8
423,SEMESTRAL 2 - 2024,,5,4
424,SEMESTRAL 2 - 2024,A,10,4
425,SEMESTRAL 2 - 2024,A,10,8
426,SEMESTRAL 2 - 2024,A,6,4
427,SEMESTRAL 2 - 2024,A,7,8
428,SEMESTRAL 2 - 2024,A,10,4
429,SEMESTRAL 2 - 2024,A,10,8
430,SEMESTRAL 2 - 2024,A,8,8
431,SEMESTRAL 2 - 2024,A,9,4
432,SEMESTRAL 2 - 2024,A,6,8
433,SEMESTRAL 2 - 2024,,5,4
434,SEMESTRAL 2 - 2024,A,6,8
435,SEMESTRAL 2 - 2024,,5,4
436,SEMESTRAL 2 - 2024,,5,4
437,SEMESTRAL 2 - 2024,,5,8
438,SEMESTRAL 2 - 2024,A,7,8
439,SEMESTRAL 2 - 2024,A,6,4
440,SEMESTRAL 2 - 2024,A,10,8
441,SEMESTRAL 2 - 2024,A,10,4
442,SEMESTRAL 2 - 2024,,5,8
443,SEMESTRAL 2 - 2024,,5,4
444,SEMESTRAL 2 - 2024,,5,4
445,SEMESTRAL 2 - 2024,,5,8
446,SEMESTRAL 2 - 2024,A,6,4
447,SEMESTRAL 2 - 2024,,5,8
448,SEMESTRAL 2 - 2024,A,6,8
449,SEMESTRAL 2 - 2024,A,7,4
450,SEMESTRAL 2 - 2024,A,10,8
451,SEMESTRAL 2 - 2024,A,10,4
452,SEMESTRAL 2 - 2024,,5,8
453,SEMESTRAL 2 - 2024,A,6,4
454,SEMESTRAL 2 - 2024,A,7,8
455,SEMESTRAL 2 - 2024,A,7,4
456,SEMESTRAL 2 - 2024,A,6,8
457,SEMESTRAL 2 - 2024,,5,4
458,SEMESTRAL 2 - 2024,A,6,4
459,SEMESTRAL 2 - 2024,A,6,8
460,SEMESTRAL 2 - 2024,,5,4
461,SEMESTRAL 2 - 2024,,5,8
462,SEMESTRAL 2 - 2024,,5,8
463,SEMESTRAL 2 - 2024,,5,4
464,SEMESTRAL 2 - 2024,A,9,8
465,SEMESTRAL 2 - 2024,A,10,8
466,SEMESTRAL 2 - 2024,A,10,8
467,SEMESTRAL 2 - 2024,A,9,8
468,SEMESTRAL 2 - 2024,A,7,8
469,SEMESTRAL 2 - 2024,A,6,8
470,SEMESTRAL 2 - 2024,A,9,8
471,SEMESTRAL 2 - 2024,A,9,8
472,SEMESTRAL 2 - 2024,A,10,8
473,SEMESTRAL 2 - 2024,A,9,8
474,SEMESTRAL 2 - 2024,A,8,8
475,SEMESTRAL 2 - 2024,A,7,8
476,SEMESTRAL 2 - 2024,A,6,8
477,SEMESTRAL 2 - 2024,A,10,8
478,SEMESTRAL 2 - 2024,,5,8
479,SEMESTRAL 2 - 2024,,5,8
480,SEMESTRAL 2 - 2024,A,10,8
481,SEMESTRAL 2 - 2024,A,10,8
482,SEMESTRAL 2 - 2024,A,9,8
483,SEMESTRAL 2 - 2024,,5,8
484,SEMESTRAL 2 - 2024,A,9,8
485,SEMESTRAL 2 - 2024,,5,8
486,SEMESTRAL 2 - 2024,A,10,8
487,SEMESTRAL 2 - 2024,,5,8
488,SEMESTRAL 2 - 2024,A,9,8
489,SEMESTRAL 2 - 2024,A,8,8
490,SEMESTRAL 2 - 2024,A,9,8
491,SEMESTRAL 2 - 2024,A,9,8
492,SEMESTRAL 2 - 2024,A,6,8
493,SEMESTRAL 2 - 2024,A,8,8
494,SEMESTRAL 2 - 2024,A,8,8
495,SEMESTRAL 2 - 2024,A,7,8
496,SEMESTRAL 2 - 2024,A,9,8
497,SEMESTRAL 2 - 2024,A,9,8
498,SEMESTRAL 2 - 2024,A,9,8
499,SEMESTRAL 2 - 2024,A,6,8
500,SEMESTRAL 2 - 2024,A,7,8
501,SEMESTRAL 2 - 2024,A,8,8
502,SEMESTRAL 2 - 2024,A,7,8
503,SEMESTRAL 2 - 2024,A,8,8
504,SEMESTRAL 2 - 2024,A,8,8
505,SEMESTRAL 2 - 2024,A,9,8
506,SEMESTRAL 2 - 2024,A,6,8
507,SEMESTRAL 2 - 2024,A,6,8
508,SEMESTRAL 2 - 2024,A,6,8
509,SEMESTRAL 2 - 2024,A,10,8
510,SEMESTRAL 2 - 2024,A,9,8
511,SEMESTRAL 2 - 2024,A,6,14
512,SEMESTRAL 2 - 2024,A,6,15
513,SEMESTRAL 2 - 2024,A,8,15
514,SEMESTRAL 2 - 2024,A,8,14
515,SEMESTRAL 2 - 2024,A,9,15
516,SEMESTRAL 2 - 2024,A,9,14
517,SEMESTRAL 2 - 2024,A,7,14
518,SEMESTRAL 2 - 2024,A,7,15
519,SEMESTRAL 2 - 2024,A,8,14
520,SEMESTRAL 2 - 2024,A,8,15
521,SEMESTRAL 2 - 2024,A,7,15
522,SEMESTRAL 2 - 2024,A,7,14
523,SEMESTRAL 2 - 2024,A,8,15
524,SEMESTRAL 2 - 2024,A,8,14
525,SEMESTRAL 2 - 2024,A,6,14
526,SEMESTRAL 2 - 2024,A,6,15
527,SEMESTRAL 2 - 2024,A,10,15
528,SEMESTRAL 2 - 2024,A,10,14
529,SEMESTRAL 2 - 2024,A,8,14
530,SEMESTRAL 2 - 2024,A,8,15
531,SEMESTRAL 2 - 2024,A,6,15
532,SEMESTRAL 2 - 2024,A,6,14
533,SEMESTRAL 2 - 2024,A,8,15
534,SEMESTRAL 2 - 2024,A,8,14
535,SEMESTRAL 2 - 2024,A,10,15
536,SEMESTRAL 2 - 2024,A,10,14
537,SEMESTRAL 2 - 2024,A,8,14
538,SEMESTRAL 2 - 2024,A,8,15
539,SEMESTRAL 2 - 2024,A,10,14
540,SEMESTRAL 2 - 2024,A,10,15
541,SEMESTRAL 2 - 2024,A,7,14
542,SEMESTRAL 2 - 2024,A,7,15
543,SEMESTRAL 2 - 2024,A,6,15
544,SEMESTRAL 2 - 2024,A,6,14
545,SEMESTRAL 2 - 2024,A,7,14
546,SEMESTRAL 2 - 2024,A,7,15
547,SEMESTRAL 2 - 2024,A,10,15
548,SEMESTRAL 2 - 2024,A,10,14
549,SEMESTRAL 2 - 2024,A,6,15
550,SEMESTRAL 2 - 2024,A,6,14
551,SEMESTRAL 2 - 2024,A,6,15
552,SEMESTRAL 2 - 2024,A,6,14
553,SEMESTRAL 2 - 2024,A,9,15
554,SEMESTRAL 2 - 2024,A,9,14
555,SEMESTRAL 2 - 2024,A,8,14
556,SEMESTRAL 2 - 2024,A,8,15
557,SEMESTRAL 2 - 2024,A,10,15
558,SEMESTRAL 2 - 2024,A,10,14
559,SEMESTRAL 2 - 2024,A,10,14
560,SEMESTRAL 2 - 2024,A,10,15
561,SEMESTRAL 2 - 2024,A,7,15
562,SEMESTRAL 2 - 2024,A,7,14
563,SEMESTRAL 2 - 2024,A,8,14
564,SEMESTRAL 2 - 2024,A,8,15
565,SEMESTRAL 2 - 2024,A,10,15
566,SEMESTRAL 2 - 2024,A,10,14
567,SEMESTRAL 2 - 2024,A,6,15
568,SEMESTRAL 2 - 2024,A,6,14
569,SEMESTRAL 2 - 2024,A,8,15
570,SEMESTRAL 2 - 2024,A,8,14
571,SEMESTRAL 2 - 2024,A,7,14
572,SEMESTRAL 2 - 2024,A,7,15
573,SEMESTRAL 2 - 2024,A,9,14
574,SEMESTRAL 2 - 2024,A,9,15
575,SEMESTRAL 2 - 2024,A,9,14
576,SEMESTRAL 2 - 2024,A,9,15
577,SEMESTRAL 2 - 2024,A,9,14
578,SEMESTRAL 2 - 2024,A,9,15
579,SEMESTRAL 2 - 2024,A,6,15
580,SEMESTRAL 2 - 2024,A,6,14
581,SEMESTRAL 2 - 2024,A,6,15
582,SEMESTRAL 2 - 2024,A,6,14
583,SEMESTRAL 2 - 2024,A,8,14
584,SEMESTRAL 2 - 2024,A,8,15
585,SEMESTRAL 2 - 2024,A,7,15
